keyword,owner,repo_name,stars,forks_count,issue_count,network_count,subscribers_count,watchers_count,description,topics
PHP,the-control-group,voyager,10742,2551,276,2551,444,10742,Voyager - The Missing Laravel Admin,"laravel-admin,laravel,voyager"
PHP,octobercms,october,10724,2272,6,2272,443,10724,Self-hosted CMS platform based on the Laravel PHP Framework.,"cms,framework,cmf,laravel,php,platform,octobercms,backend,cms-platform"
PHP,FriendsOfPHP,PHP-CS-Fixer,10595,1334,399,1334,215,10595,A tool to automatically fix PHP Coding Standards issues,"php,static-analysis,code-style,code-standards"
PHP,doctrine,inflector,10590,109,9,109,24,10590,Doctrine Inflector is a small library that can perform string manipulations with regard to uppercase/lowercase and singular/plural forms of words.,
PHP,phalcon,cphalcon,10510,1912,54,1912,667,10510,"High performance, full-stack PHP framework delivered as a C extension.","phalcon,php,extension,php-extension,framework,phalcon-framework,ext-phalcon,phalcon-extension,psr-3,psr-4,psr-7,psr-13,psr-16,psr-17,hacktoberfest"
PHP,PHPOffice,PhpSpreadsheet,10487,2414,215,2414,330,10487,A pure PHP library for reading and writing spreadsheet files,"php,spreadsheet,excel,libreoffice,xlsx,ods,xls,phpexcel,sylk,office,msexcel,gnumeric,hacktoberfest"
PHP,doctrine,lexer,10434,44,3,44,24,10434,"Base library for a lexer that can be used in Top-Down, Recursive Descent Parsers.",
PHP,egulias,EmailValidator,10383,149,17,149,32,10383,PHP Email address validator,"emailvalidator,email,validator,php"
PHP,doctrine,instantiator,10376,55,5,55,25,10376,,
PHP,docker,labs,10355,5093,101,5093,567,10355,This is a collection of tutorials for learning how to use Docker with various tools. Contributions welcome.,"docker-tutorial,lab,swarm,docker,docker-compose,swarm-mode,orchestration,windows,dotnet,java,security,containers"
PHP,Maatwebsite,Laravel-Excel,10316,1632,8,1632,236,10316,🚀 Supercharged Excel exports and imports in Laravel,"laravel,phpexcel,php,phpoffice,csv,laravel-5-package,laravel-package"
PHP,tymondesigns,jwt-auth,10253,1389,551,1389,275,10253,🔐 JSON Web Token Authentication for Laravel & Lumen,"jwt,laravel,authentication,php"
PHP,z-song,laravel-admin,10198,2592,67,2592,372,10198,Build a full-featured administrative interface in ten minutes,"laravel-admin,model-grid,model-form,model-tree,model-show"
PHP,mockery,mockery,10005,435,88,435,79,10005,"Mockery is a simple yet flexible PHP mock object framework for use in unit testing with PHPUnit, PHPSpec or any other testing framework. Its core goal is to offer a test double framework with a succinct API capable of clearly defining all possible object operations and interactions using a human readable Domain Specific Language (DSL).","mockery,phpunit,php,stub,mock,mocking,test-doubles"
PHP,jupeter,clean-code-php,9964,2419,17,2419,447,9964,:bathtub: Clean Code concepts adapted for PHP,
PHP,spatie,laravel-permission,9923,1495,5,1495,220,9923,Associate users with roles and permissions,"laravel,php,permission,secure"
PHP,serbanghita,Mobile-Detect,9875,2632,150,2632,632,9875,Mobile_Detect is a lightweight PHP class for detecting mobile devices (including tablets). It uses the User-Agent string combined with specific HTTP headers to detect the mobile environment.,"mobile-detect,device-detection,user-agents,php,mobile-redirects"
PHP,magento,magento2,9741,8671,1896,8671,1353,9741,"All Submissions you make to Magento Inc. (""Magento"") through GitHub are subject to the following terms and conditions: (1) You grant Magento a perpetual, worldwide, non-exclusive, no charge, royalty free, irrevocable license under your applicable copyrights and patents to reproduce, prepare derivative works of, display, publically perform, sublicense and distribute any feedback, ideas, code, or other information (“Submission"") you submit through GitHub. (2) Your Submission is an original work of authorship and you are the owner or are legally entitled to grant the license stated above. (3) You agree to the Contributor License Agreement found here:  https://github.com/magento/magento2/blob/master/CONTRIBUTOR_LICENSE_AGREEMENT.html","magento,magento2,php,ecommerce-platform,ecommerce,hacktoberfest"
PHP,php-fig,log,9705,160,6,160,66,9705,,psr-3
PHP,w7corp,easywechat,9632,2303,91,2303,533,9632,:package: 一个 PHP 微信 SDK,"wechat,php,sdk,easywechat"
PHP,walkor,Workerman,9509,2172,4,2172,482,9509,"An asynchronous event driven PHP socket framework. Supports HTTP, Websocket, SSL and other custom protocols. PHP>=5.3.","websocket,timer,socket,event-driven,asynchronous,ws,wss,high-performance,socket-server,tcp"
PHP,swiftmailer,swiftmailer,9488,824,278,824,145,9488,Comprehensive mailing tools for PHP,"php,mailer,emails,email"
PHP,php-fig,container,9289,38,3,38,24,9289,,
PHP,dingo,api,9238,1273,191,1273,365,9238,A RESTful API package for the Laravel and Lumen frameworks.,
PHP,bobthecow,psysh,9121,276,48,276,104,9121,A REPL for PHP,"psysh,php,repl,cli,shell"
PHP,symfony,console,8932,223,0,223,43,8932,The Console component eases the creation of beautiful and testable command line interfaces.,"php,symfony,component,symfony-component,console,cli,cli-command"
PHP,squizlabs,PHP_CodeSniffer,8929,1396,285,1396,195,8929,PHP_CodeSniffer tokenizes PHP files and detects violations of a defined set of coding standards.,"php,coding-standards,automation,cli,qa,static-analysis"
PHP,doctrine,orm,8877,2346,1366,2346,281,8877,Doctrine Object Relational Mapper (ORM),hacktoberfest
PHP,phpDocumentor,ReflectionDocBlock,8855,91,18,91,22,8855,,"docblocks,hacktoberfest"
PHP,deployphp,deployer,8815,1291,16,1291,223,8815,A deployment tool written in PHP with support for popular frameworks out of the box,"php,deployment,tool,deploy,provision"
PHP,FriendsOfPHP,Goutte,8660,985,127,985,351,8660,"Goutte, a simple PHP Web Scraper",
PHP,phpDocumentor,TypeResolver,8656,40,3,40,13,8656,"A PSR-5 based resolver of Class names, Types and Structural Element Names","typeresolver,hacktoberfest"
PHP,phpDocumentor,ReflectionCommon,8572,19,3,19,6,8572,,hacktoberfest
PHP,cakephp,cakephp,8438,3471,35,3471,585,8438,CakePHP: The Rapid Development Framework for PHP - Official Repository,"cakephp,php,mvc-framework,psr-7,orm,mvc,validation,rest-api,web,web-framework,rapid-development,form-builder,hacktoberfest"
PHP,doctrine,dbal,8394,1152,347,1152,118,8394,Doctrine Database Abstraction Layer,"database,mysql,postgresql,oracle,ibm-db2,sqlite,sql-server,hacktoberfest"
PHP,dompdf,dompdf,8329,1566,668,1566,288,8329,HTML to PDF converter for PHP,"dompdf,php,font,html,css,html-to-pdf,pdf-generation"
PHP,typecho,typecho,8294,1686,338,1686,325,8294,A PHP Blogging Platform. Simple and Powerful.,"php,blog,typecho,markdown"
PHP,phpspec,prophecy,8233,223,105,223,40,8233,Highly opinionated mocking framework for PHP 5.3+,
PHP,reactphp,reactphp,8174,740,2,740,393,8174,"Event-driven, non-blocking I/O with PHP.","reactphp,php"
PHP,guyueyingmu,avbook,8072,1950,67,1950,342,8072,"AV 电影管理系统， avmoo , javbus , javlibrary 爬虫，线上 AV 影片图书馆，AV 磁力链接数据库，Japanese Adult Video Library,Adult Video Magnet Links - Japanese Adult Video Database","javbus,avmoo,javlibrary,spider,crawler,laravel,scraper,adult,magnet-link,magnet,database,adult-video,guzzlehttp"
PHP,sebastianbergmann,php-code-coverage,8053,342,28,342,58,8053,"Library that provides collection, processing, and rendering functionality for PHP code coverage information.",
PHP,symfony,http-foundation,8031,271,3,271,37,8031,The HttpFoundation component defines an object-oriented layer for the HTTP specification.,"php,symfony,component,symfony-component,http,http-messages"
PHP,myclabs,DeepCopy,8031,82,14,82,27,8031,Create deep copies (clones) of your objects,"clone,clone-deep"
PHP,paragonie,random_compat,7939,115,4,115,36,7939,PHP 5.x support for random_bytes() and random_int(),"php,php5,secure,secure-by-default,random,random-bytes,csprng,randomness,random-int,polyfill,random-generation,randomization"
PHP,symfony,event-dispatcher,7903,64,0,64,20,7903,The EventDispatcher component provides tools that allow your application components to communicate with each other by dispatching events and listening to them.,"php,symfony,component,symfony-component,event-dispatcher,events,event-listener,psr-14"
PHP,php-fig,simple-cache,7821,41,2,41,16,7821,,"php,hacktoberfest"
PHP,symfony,finder,7797,51,0,51,16,7797,The Finder component finds files and directories via an intuitive fluent interface.,"php,symfony,component,symfony-component,finder,files,iterator"
PHP,helloqingfeng,Awsome-Front-End-learning-resource,7768,1747,4,1747,443,7768,:octocat:GitHub最全的前端资源汇总仓库（包括前端学习、开发资源、求职面试等）,"javascript,frontend,resume,interview,book"
PHP,googleapis,google-api-php-client,7754,3336,81,3336,536,7754,A PHP client library for accessing Google APIs,
PHP,top-think,think,7670,1670,112,1670,443,7670,ThinkPHP Framework ——十年匠心的高性能PHP框架,"thinkphp,framework,orm,template,route"
PHP,YOURLS,YOURLS,7593,1611,53,1611,333,7593,🔗 Your Own URL Shortener,"yourls,php,shorturl,shorten-urls,bitly,url-shortener,url-shortner,short-url,tinyurl,short,shortener,hacktoberfest"
PHP,owncloud,core,7558,2040,364,2040,464,7558,":cloud: ownCloud web server core (Files, DAV, etc.)","owncloud,php,javascript,sharing,self-hosting,enterprise,file-sync,file-sharing,federated,platform"
PHP,symfony,thanks,7531,39,1,39,13,7531,Give thanks (in the form of a GitHub ★) to your fellow PHP package maintainers (not limited to Symfony components)!,
PHP,symfony,http-kernel,7510,80,0,80,14,7510,The HttpKernel component provides a structured process for converting a Request into a Response.,"php,symfony,component,http,symfony-component"
PHP,BookStackApp,BookStack,7437,1107,456,1107,167,7437,A platform to create documentation/wiki content built with PHP & Laravel,"bookstack,laravel,php,wiki,selfhosted,documentation"
PHP,tennc,webshell,7428,5037,1,5037,500,7428,This is a webshell open source project,"webshell,webshell-sniper,php,jsp,asp,aspx,pl,python,jspx"
PHP,laravel,lumen,7399,974,0,974,344,7399,The Laravel Lumen Framework.,"framework,laravel,lumen"
PHP,woocommerce,woocommerce,7380,9757,1030,9757,567,7380,An open source eCommerce plugin for WordPress.,"woocommerce,wordpress,php,automattic,ecommerce,ecommerce-platform,hacktoberfest"
PHP,twigphp,Twig,7340,1144,77,1144,225,7340,"Twig, the flexible, fast, and secure template language for PHP","twig,php,template-engine,template-language,templating"
PHP,symfony,polyfill-mbstring,7307,34,0,34,9,7307,"This component provides a partial, native PHP implementation for the Mbstring extension.","php,symfony,polyfill,component,symfony-component"
PHP,guzzle,psr7,7298,235,7,235,33,7298,PSR-7 HTTP message library,
PHP,symfony,debug,7297,50,0,50,10,7297,The Debug component provides tools to ease debugging PHP code.,"php,symfony,component,symfony-component,debug"
PHP,doctrine,cache,7249,209,3,209,45,7249,Doctrine Cache component,
Go,golang,go,92027,13587,7585,13587,3502,92027,The Go programming language,"programming-language,language,go,golang"
Go,kubernetes,kubernetes,82491,30139,2559,30139,3293,82491,Production-Grade Container Scheduling and Management,"kubernetes,go,cncf,containers"
Go,avelino,awesome-go,70412,9134,53,9134,2679,70412,"A curated list of awesome Go frameworks, libraries and software","golang,golang-library,go,awesome,awesome-list,hacktoberfest"
Go,moby,moby,61519,17776,4213,17776,3052,61519,Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,"docker,containers,go"
Go,gohugoio,hugo,55116,6267,699,6267,1063,55116,The world’s fastest framework for building websites.,"go,hugo,static-site-generator,blog-engine,cms,content-management-system,documentation-tool,hacktoberfest"
Go,gin-gonic,gin,52831,5987,448,5987,1356,52831,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.","server,middleware,framework,go,router,performance,gin"
Go,fatedier,frp,50353,9191,87,9191,1519,50353,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,"proxy,reverse-proxy,tunnel,nat,go,firewall,frp,expose,http-proxy"
Go,syncthing,syncthing,41327,3234,318,3234,985,41327,Open Source Continuous File Synchronization,"synchronization,go,peer-to-peer,p2p"
Go,junegunn,fzf,40160,1733,250,1733,395,40160,:cherry_blossom: A command-line fuzzy finder,"fzf,go,bash,zsh,fish,vim,neovim,cli,unix,tmux"
Go,prometheus,prometheus,39498,6535,557,6535,1143,39498,The Prometheus monitoring system and time series database.,"monitoring,metrics,alerting,graphing,time-series,prometheus,hacktoberfest"
Go,astaxie,build-web-application-with-golang,39013,10324,107,10324,2450,39013,A golang ebook intro how to build a web with golang,
Go,v2ray,v2ray-core,38460,8292,21,8292,1403,38460,A platform for building proxies to bypass network restrictions.,"v2ray,shadowsocks,golang,proxy,socks,socks5,http-proxy,vmess"
Go,gogs,gogs,37961,4434,812,4434,1052,37961,Gogs is a painless self-hosted Git service,"gogs,go,git,lsif-enabled"
Go,etcd-io,etcd,37781,8073,184,8073,1352,37781,Distributed reliable key-value store for the most critical data of a distributed system,"etcd,raft,distributed-systems,kubernetes,go,database,key-value,consensus,distributed-database"
Go,traefik,traefik,35603,3944,614,3944,699,35603,The Cloud Native Application Proxy,"microservice,docker,marathon,mesos,consul,etcd,kubernetes,load-balancer,reverse-proxy,zookeeper,letsencrypt,golang,go"
Go,caddyserver,caddy,35139,2827,81,2827,757,35139,"Fast, multi-platform web server with automatic HTTPS","go,web-server,caddyfile,http,http-server,reverse-proxy,https,tls,automatic-https,privacy,security"
Go,ethereum,go-ethereum,33220,12308,276,12308,2131,33220,Official Go implementation of the Ethereum protocol,"go,blockchain,ethereum,p2p,geth"
Go,FiloSottile,mkcert,32515,1521,101,1521,444,32515,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,"https,tls,certificates,local-development,localhost,root-ca,macos,linux,windows,ios,firefox,chrome"
Go,minio,minio,29913,3381,28,3381,586,29913,"High Performance, Kubernetes Native Object Storage","go,storage,cloud,s3,objectstorage,cloudstorage,amazon-s3,cloudnative"
Go,hashicorp,terraform,29742,7028,1518,7028,1180,29742,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is an open source tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.","graph,infrastructure-as-code,terraform,cloud,cloud-management"
Go,rclone,rclone,29518,2663,708,2663,552,29518,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files","golang,go,cloud-storage,s3,openstack-swift,google-drive,azure-blob,amazon-drive,backblaze-b2,sftp,ftp,rclone,hubic,dropbox,google-cloud-storage,onedrive,sync,fuse-filesystem,encryption,webdav"
Go,pingcap,tidb,29476,4734,2566,4734,1335,29476,TiDB is an open source distributed HTAP database compatible with the MySQL protocol ,"distributed-database,distributed-transactions,tidb,database,scale,mysql,htap,sql,cloud-native,serverless,mysql-compatibility,go,hacktoberfest"
Go,evanw,esbuild,28563,676,219,676,282,28563,An extremely fast JavaScript and CSS bundler and minifier,"module-bundler,typescript,minifier,javascript,es6,commonjs,compiler,jsx,tsx,css,react"
Go,istio,istio,28415,5819,675,5819,1039,28415,"Connect, secure, control, and observe services.","microservices,service-mesh,lyft-envoy,kubernetes,api-management,circuit-breaker,polyglot-microservices,enforce-policies,proxies,microservice,envoy,consul,nomad,request-routing,resiliency,fault-injection"
Go,wagoodman,dive,28293,1087,109,1087,342,28293,A tool for exploring each layer in a docker image,"docker,docker-image,inspector,explorer,cli,tui"
Go,unknwon,the-way-to-go_ZH_CN,27938,7548,28,7548,1293,27938,《The Way to Go》中文译本，中文正式名《Go 入门指南》,"go,tutorial,book,translation"
Go,beego,beego,27179,5337,31,5337,1234,27179,"beego is an open-source, high-performance web framework for the Go programming language.","go,beego"
Go,go-gitea,gitea,26889,3360,1850,3360,483,26889,"Git with a cup of tea, painless self-hosted git service","gitea,golang,devops,git,gitlab,github,go,gogs,hacktoberfest"
Go,cli,cli,26136,2982,434,2982,627,26136,GitHub’s official command line tool,"github-api-v4,cli,git,golang,hacktoberfest"
Go,go-gorm,gorm,25765,2914,123,2914,494,25765,"The fantastic ORM library for Golang, aims to be developer friendly","go,golang,orm,web,gorm"
Go,drone,drone,24119,2361,51,2361,563,24119,"Drone is a Container-Native, Continuous Delivery Platform","continuous-delivery,continuous-integration,go,build-pipelines,build-automation,docker,ci,ci-cd,hacktoberfest"
Go,docker,compose,24098,4032,661,4032,699,24098,Define and run multi-container applications with Docker,"docker,docker-compose,orchestration,go,golang"
Go,spf13,cobra,23829,2048,364,2048,347,23829,A Commander for modern Go CLI interactions,"cobra,cobra-library,cobra-generator,posix-compliant-flags,command-cobra,cli-app,command-line,commandline,command,cli,go,golang,golang-library,golang-application,subcommands,posix"
Go,hashicorp,consul,23475,3899,1013,3899,997,23475,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",hacktoberfest
Go,cockroachdb,cockroach,22404,2923,4423,2923,730,22404,"CockroachDB - the open source, cloud-native distributed SQL database.","go,database,sql,distributed-database,cockroachdb,hacktoberfest"
Go,influxdata,influxdb,22344,3052,1374,3052,756,22344,"Scalable datastore for metrics, events, and real-time analytics","influxdb,monitoring,database,time-series,metrics,go,react"
Go,kubernetes,minikube,22292,3769,653,3769,470,22292,Run Kubernetes locally,"minikube,kubernetes,cluster,containers,go,cncf"
Go,hashicorp,vault,22123,3119,1070,3119,787,22123,"A tool for secrets management, encryption as a service, and privileged access management","vault,go,secrets"
Go,jesseduffield,lazygit,21887,839,214,839,236,21887,simple terminal UI for git commands,"cli,git,terminal"
Go,go-kit,kit,21618,2202,48,2202,697,21618,A standard library for microservices.,"go,microservices,golang,metallica"
Go,kataras,iris,21384,2316,69,2316,708,21384,"The fastest HTTP/2 Go Web Framework. AWS Lambda, gRPC, MVC, Unique Router, Websockets, Sessions, Test suite, Dependency Injection and more. A true successor of expressjs and laravel | 谢谢 https://github.com/kataras/iris/issues/1329 |","go,framework,server,middleware,router,performance,iris,web-framework,mvc,golang,expressjs,laravel"
Go,mattermost,mattermost-server,21369,5215,758,5215,549,21369,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle.,"collaboration,mattermost,golang,go,react,react-native,hacktoberfest"
Go,github,hub,21346,2257,279,2257,505,21346,A command-line tool that makes git easier to use with GitHub.,"go,homebrew,git,github-api,pull-request"
Go,halfrost,LeetCode-Go,21213,3844,8,3844,567,21213,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解","leetcode,golang,go,leetcode-golang,leetcode-solutions,algorithms,algorithm,interview-questions,dynamic-programming,facebook,math,leetcode-go,algorithms-and-data-structures,algo,algorithm-competitions,acm-icpc,pattern"
Go,labstack,echo,21034,1867,80,1867,535,21034,"High performance, minimalist Go web framework","go,echo,web,middleware,microservice,websocket,ssl,letsencrypt,micro-framework,https,http2,web-framework,labstack-echo"
Go,inconshreveable,ngrok,21006,3836,329,3836,688,21006,Introspected tunnels to localhost,
Go,openfaas,faas,20624,1669,30,1669,509,20624,OpenFaaS - Serverless Functions Made Simple,"functions-as-a-service,functions,lambda,serverless,prometheus,kubernetes,k8s,serverless-functions,paas,gitops,faas,docker,golang,nodejs"
Go,helm,helm,20548,5881,456,5881,526,20548,The Kubernetes Package Manager,"cncf,chart,kubernetes,helm,charts"
Go,Dreamacro,clash,20485,2868,51,2868,403,20485,A rule-based tunnel in Go.,"golang,clash,tunnel,rule-based"
Go,nsqio,nsq,20479,2624,61,2624,851,20479,A realtime distributed messaging platform,"go,messaging,distributed-systems,queue,message-queue,nsq"
Go,yeasy,docker_practice,19522,5102,3,5102,868,19522,"Learn and understand Docker technologies, with real DevOps practice!","docker,book,cloud-computing,container,kubernetes,swarm,mesos,spark,devops,linux"
Go,sirupsen,logrus,19072,2030,69,2030,311,19072,"Structured, pluggable logging for Go.","logging,logrus,go"
Go,ehang-io,nps,18988,3361,201,3361,413,18988,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.","socks,tcp,gzip,udp,snnapy,go,nat,firewall,tunnel,ssh,dns,http,https,socks5,nps"
Go,nektos,act,18816,493,69,493,98,18816,Run your GitHub Actions locally 🚀,"github-actions,golang,ci,devops"
Go,jesseduffield,lazydocker,18577,714,103,714,217,18577,The lazier way to manage everything docker,
Go,tsenart,vegeta,18576,1147,85,1147,324,18576,HTTP load testing tool and library. It's over 9000!,"load-testing,go,benchmarking,http"
Go,k3s-io,k3s,18314,1571,470,1571,279,18314,Lightweight Kubernetes,"kubernetes,k8s"
Go,zyedidia,micro,18194,918,553,918,273,18194,A modern and intuitive terminal-based text editor,"micro,text-editor,editor,command-line,go,golang,cross-platform,terminal"
Go,rancher,rancher,17989,2405,2205,2405,657,17989,Complete container management platform,"rancher,docker,kubernetes,orchestration,cattle,containers"
Go,coreybutler,nvm-windows,17955,1863,117,1863,375,17955,A node.js version management utility for Windows. Ironically written in Go.,"node,versioning,management,version-manager,windows,nodejs,version,nvm,go,switch"
Go,tmrts,go-patterns,17580,1623,60,1623,615,17580,"Curated list of Go design patterns, recipes and idioms","go,idioms,patterns,awesome,golang,design-patterns,design-patterns-for-humans"
Go,spf13,viper,17259,1487,448,1487,241,17259,Go configuration with fangs,
Go,photoprism,photoprism,17173,914,262,914,284,17173,Photos App powered by Go and Google TensorFlow 🌈,"golang,tensorflow,photography,geocoding,deep-learning,private-cloud,hacktoberfest,google-photos"
Go,asim,go-micro,17128,1925,52,1925,514,17128,A Go framework for distributed systems development,"go,golang,micro,microservices,rpc,distributed-systems"
Go,schollz,croc,16973,712,70,712,230,16973,Easily and securely send things from one computer to another :crocodile: :package:,"file-sharing,tcp,golang,peer-to-peer,data-transfer,pake,transfer"
Go,dgraph-io,dgraph,16882,1234,93,1234,374,16882,Native GraphQL Database with graph backend,"graph-database,database,distributed,throughput,latency,production,golang,graphdb,go,scale,graphql,graphql-server"
Go,urfave,cli,16800,1463,72,1463,298,16800,"A simple, fast, and fun package for building command line apps in Go","golang-library,command-line,go,yaml,cli,json,toml"
Go,valyala,fasthttp,16347,1359,47,1359,400,16347,Fast HTTP package for Go. Tuned for high performance. Zero memory allocations in hot paths. Up to 10x faster than net/http,
Go,gofiber,fiber,16265,831,35,831,240,16265,⚡️ Express inspired web framework written in Go,"go,golang,fiber,web,fast,flexible,friendly,rest-api,performance,nodejs,express,framework,expressjs,hacktoberfest,hacktoberfest2020"
Go,goharbor,harbor,16096,3883,863,3883,525,16096,"An open source trusted cloud native registry project that stores, signs, and scans content.","cncf,container,registry,helm"
Go,iawia002,annie,16073,1912,315,1912,324,16073,👾 Fast and simple video download library and CLI tool written in Go,"downloader,go,crawler,scraper,video,bilibili,youtube,youku,iqiyi,tumblr,qq,golang,download,hacktoberfest"
Go,chai2010,advanced-go-programming-book,16041,2733,49,2733,564,16041,:books: 《Go语言高级编程》开源图书，涵盖CGO、Go汇编语言、RPC实现、Protobuf插件实现、Web框架实现、分布式系统等高阶主题(完稿),"go,golang,book,cgo,asm,rpc,web,cloud"
Go,yudai,gotty,15949,1231,130,1231,338,15949,Share your terminal as a web application,"tty,terminal,browser,web,go,websocket,javascript,typescript"
Go,gorilla,websocket,15761,2623,81,2623,378,15761,"A fast, well-tested and widely used WebSocket implementation for Go.","gorilla-websocket,go,websocket,golang,gorilla"
Go,joewalnes,websocketd,15752,930,25,930,369,15752,"Turn any program that uses STDIN/STDOUT into a WebSocket server. Like inetd, but for WebSockets. ","websocket-server,websockets,proxy"
Go,quii,learn-go-with-tests,15699,2008,29,2008,312,15699,Learn Go with test-driven development,"tdd,golang,go,testing,test-driven-development"
Go,matryer,xbar,15592,608,74,608,182,15592,Put the output from any script or program into your macOS Menu Bar (the BitBar reboot),"mac,macosx,bitbar,menubar,scripting,xbar,macos-menu"
Go,gorilla,mux,15400,1439,30,1439,311,15400,A powerful HTTP router and URL matcher for building Go web servers with 🦍,"mux,go,gorilla,router,http,middleware"
Go,go-kratos,kratos,15394,3074,37,3074,408,15394,A modular-designed and easy-to-use microservices framework in Go.,"golang,framework,kratos,go,microservices,architecture,protobuf,http,grpc,generate,cloud-native,microservice"
Go,dapr,dapr,15327,1102,217,1102,417,15327,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.","microservices,microservice,kubernetes,sidecar,state-management,event-driven,pubsub,serverless,containers"
Go,helm,charts,15305,17017,86,17017,400,15305,⚠️(OBSOLETE) Curated applications for Kubernetes,"kubernetes,charts,helm"
Go,gocolly,colly,15222,1307,137,1307,321,15222,Elegant Scraper and Crawler Framework for Golang,"golang,scraper,framework,crawler,scraping,crawling,spider,go"
Go,buger,goreplay,14846,1493,223,1493,468,14846,"GoReplay is an open-source tool for capturing and replaying live HTTP traffic into a test environment in order to continuously test your system with real data. It can be used to increase confidence in code deployments, configuration changes and infrastructure changes.","go,testing,testing-tools,devops,qa"
Go,grpc,grpc-go,14813,3255,125,3255,483,14813,The Go language implementation of gRPC. HTTP/2 based RPC,"go,grpc,proto,rpc,microservices,nanoservices,giant-robots,dogs-over-cats,hacktoberfest"
Go,stretchr,testify,14687,1143,299,1143,175,14687,A toolkit with common assertions and mocks that plays nicely with the standard library,"testify,go,assertions,mocking,golang,testing,toolkit"
Go,jaegertracing,jaeger,14566,1747,362,1747,348,14566,"CNCF Jaeger, a Distributed Tracing Platform","distributed-tracing,opentracing,jaeger,cncf,hacktoberfest"
Go,fyne-io,fyne,14543,775,305,775,226,14543,Cross platform GUI in Go inspired by Material Design,"golang,gui,cross-platform,go,fyne,theme,hacktoberfest"
Go,hoanhan101,ultimate-go,14489,1149,0,1149,413,14489,The Ultimate Go Study Guide,"golang,computer-systems,programming,ebook,study-guide"
Go,grafana,k6,14396,731,310,731,209,14396,"A modern load testing tool, using Go and JavaScript - https://k6.io","golang,load-testing,load-generator,javascript,es6,performance,hacktoberfest"
Go,restic,restic,14191,984,449,984,234,14191,"Fast, secure, efficient backup program","go,restic,backup,deduplication,dedupe,secure-by-default"
Go,grafana,loki,14153,1666,299,1666,250,14153,"Like Prometheus, but for logs.","loki,grafana,prometheus,logging,cloudnative,hacktoberfest"
Go,uber-go,zap,14024,1039,96,1039,251,14024,"Blazing fast, structured, leveled logging in Go.","golang,logging,structured-logging,zap"
Go,derailed,k9s,14004,849,214,849,137,14004,🐶 Kubernetes CLI To Manage Your Clusters In Style!,"k9s,kubernetes,kubernetes-cli,kubernetes-clusters,k8s,k8s-cluster,go,golang"
Go,cayleygraph,cayley,13979,1260,91,1260,604,13979,An open-source graph database,"graph,graph-database,cayley,go,linked-data"
Go,kubernetes,kops,13482,4173,224,4173,331,13482,"Kubernetes Operations (kops) - Production Grade K8s Installation, Upgrades, and Management","kubernetes,go,cncf,containers,kops"
Go,filebrowser,filebrowser,13481,1725,112,1725,268,13481,📂 Web File Browser,"filemanager,plugin,interface,web,extension,administrator,gui,vuejs"
Go,julienschmidt,httprouter,13355,1283,64,1283,329,13355,A high performance HTTP request router that scales well,"go,router,http,mux,httprouter,golang"
Go,hashicorp,packer,13268,3171,306,3171,484,13268,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.,
Go,golang,dep,13127,1107,0,1107,266,13127,Go dependency management tool experiment (deprecated),"golang,dependency-manager,package-manager,toolchain"
Go,chrislusf,seaweedfs,13107,1626,53,1626,524,13107,"SeaweedFS is a fast distributed storage system for blobs, objects, files, and data lake, for billions of files! Blob store has O(1) disk seek, local tiering, cloud tiering. Filer supports Cloud Drive, cross-DC active-active replication, Kubernetes, POSIX FUSE mount, S3 API, Hadoop, WebDAV, encryption, Erasure Coding.","distributed-storage,distributed-systems,s3,hdfs,fuse,distributed-file-system,hadoop-hdfs,posix,tiered-file-system,kubernetes,replication,object-storage,s3-storage,seaweedfs,erasure-coding,blob-storage,cloud-drive"
